as_of,variant,symbol,cls,score,bias,r5,r10
2023-05-05,V4.0,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-05,V4.0,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-05,V4.1,US-DOLLAR,single,-0.41666666666666674,Neutral,,
2023-05-05,V4.1,EURUSD,fx,-0.2083333333333332,Neutral,,
2023-05-05,V4.1,GBPUSD,fx,2.4479166666666665,Bullish,,
2023-05-05,V4.1,USDJPY,fx,-1.4583333333333335,Bearish,,
2023-05-05,V4.1,USDCHF,fx,1.458333333333333,Bullish,,
2023-05-05,V4.1,USDCAD,fx,-0.6250000000000001,Neutral,,
2023-05-05,V4.1,AUDUSD,fx,0.20833333333333337,Neutral,,
2023-05-05,V4.1,NZDUSD,fx,-0.3472222222222222,Neutral,,
2023-05-05,V4.1,EURGBP,fx,-2.6562499999999996,Bearish,,
2023-05-05,V4.1,EURJPY,fx,-1.6666666666666665,Bearish,,
2023-05-05,V4.1,EURCHF,fx,1.25,Neutral,,
2023-05-05,V4.1,EURAUD,fx,-0.4166666666666666,Neutral,,
2023-05-05,V4.1,EURNZD,fx,0.138888888888889,Neutral,,
2023-05-05,V4.1,EURCAD,fx,-0.8333333333333333,Neutral,,
2023-05-05,V4.1,GBPJPY,fx,0.989583333333333,Neutral,,
2023-05-05,V4.1,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-05,V4.1,GBPAUD,fx,2.239583333333333,Bullish,,
2023-05-05,V4.1,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-05,V4.1,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-05,V4.1,AUDJPY,fx,-1.25,Neutral,,
2023-05-05,V4.1,NZDJPY,fx,-1.8055555555555556,Bearish,,
2023-05-05,V4.1,CADJPY,fx,-0.8333333333333333,Neutral,,
2023-05-05,V4.1,CHFJPY,fx,-2.9166666666666665,Bearish,,
2023-05-05,V4.1,AUDNZD,fx,0.5555555555555556,Neutral,,
2023-05-05,V4.1,AUDCAD,fx,-0.41666666666666674,Neutral,,
2023-05-05,V4.1,AUDCHF,fx,1.6666666666666665,Bullish,,
2023-05-05,V4.1,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-05,V4.1,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-05,V4.1,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-05,V4.1,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-05,V4.1,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-05,V4.1,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-05,V4.1,DAX,cross-asset,-2.083333333333333,Bearish,,
2023-05-05,V4.1,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-05,V4.1,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-05,V4.1,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-05,V4.1,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-05,V4.2,US-DOLLAR,single,-0.5008937844834243,Neutral,,
2023-05-05,V4.2,EURUSD,fx,-0.16621977442495445,Neutral,,
2023-05-05,V4.2,GBPUSD,fx,2.4900302255750453,Bullish,,
2023-05-05,V4.2,USDJPY,fx,-1.5004468922417122,Bearish,,
2023-05-05,V4.2,USDCHF,fx,1.4162197744249543,Bullish,,
2023-05-05,V4.2,USDCAD,fx,-0.6671135589083789,Neutral,,
2023-05-05,V4.2,AUDUSD,fx,0.2504468922417121,Neutral,,
2023-05-05,V4.2,NZDUSD,fx,-0.30510866331384345,Neutral,,
2023-05-05,V4.2,EURGBP,fx,-2.6562499999999996,Bearish,,
2023-05-05,V4.2,EURJPY,fx,-1.6666666666666665,Bearish,,
2023-05-05,V4.2,EURCHF,fx,1.25,Neutral,,
2023-05-05,V4.2,EURAUD,fx,-0.4166666666666666,Neutral,,
2023-05-05,V4.2,EURNZD,fx,0.138888888888889,Neutral,,
2023-05-05,V4.2,EURCAD,fx,-0.8333333333333333,Neutral,,
2023-05-05,V4.2,GBPJPY,fx,0.989583333333333,Neutral,,
2023-05-05,V4.2,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-05,V4.2,GBPAUD,fx,2.239583333333333,Bullish,,
2023-05-05,V4.2,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-05,V4.2,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-05,V4.2,AUDJPY,fx,-1.25,Neutral,,
2023-05-05,V4.2,NZDJPY,fx,-1.8055555555555556,Bearish,,
2023-05-05,V4.2,CADJPY,fx,-0.8333333333333333,Neutral,,
2023-05-05,V4.2,CHFJPY,fx,-2.9166666666666665,Bearish,,
2023-05-05,V4.2,AUDNZD,fx,0.5555555555555556,Neutral,,
2023-05-05,V4.2,AUDCAD,fx,-0.41666666666666674,Neutral,,
2023-05-05,V4.2,AUDCHF,fx,1.6666666666666665,Bullish,,
2023-05-05,V4.2,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-05,V4.2,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-05,V4.2,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-05,V4.2,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-05,V4.2,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-05,V4.2,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-05,V4.2,DAX,cross-asset,-2.083333333333333,Bearish,,
2023-05-05,V4.2,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-05,V4.2,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-05,V4.2,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-05,V4.2,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-08,V4.0,US-DOLLAR,single,0.20833333333333343,Neutral,,
2023-05-08,V4.0,EURUSD,fx,-1.1458333333333333,Neutral,,
2023-05-08,V4.0,GBPUSD,fx,2.1354166666666665,Bullish,,
2023-05-08,V4.0,USDJPY,fx,-1.1458333333333333,Neutral,,
2023-05-08,V4.0,USDCHF,fx,1.7708333333333333,Bullish,,
2023-05-08,V4.0,USDCAD,fx,-0.3125,Neutral,,
2023-05-08,V4.0,AUDUSD,fx,0.5208333333333333,Neutral,,
2023-05-08,V4.0,NZDUSD,fx,-0.6597222222222223,Neutral,,
2023-05-08,V4.0,EURGBP,fx,-3.2812499999999996,Very Bearish,,
2023-05-08,V4.0,EURJPY,fx,-2.2916666666666665,Bearish,,
2023-05-08,V4.0,EURCHF,fx,0.625,Neutral,,
2023-05-08,V4.0,EURAUD,fx,-1.6666666666666665,Bearish,,
2023-05-08,V4.0,EURNZD,fx,-0.48611111111111094,Neutral,,
2023-05-08,V4.0,EURCAD,fx,-1.4583333333333333,Bearish,,
2023-05-08,V4.0,GBPJPY,fx,0.989583333333333,Neutral,,
2023-05-08,V4.0,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-08,V4.0,GBPAUD,fx,1.614583333333333,Bullish,,
2023-05-08,V4.0,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-08,V4.0,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-08,V4.0,AUDJPY,fx,-0.625,Neutral,,
2023-05-08,V4.0,NZDJPY,fx,-1.8055555555555556,Bearish,,
2023-05-08,V4.0,CADJPY,fx,-0.8333333333333333,Neutral,,
2023-05-08,V4.0,CHFJPY,fx,-2.9166666666666665,Bearish,,
2023-05-08,V4.0,AUDNZD,fx,1.1805555555555556,Neutral,,
2023-05-08,V4.0,AUDCAD,fx,0.20833333333333326,Neutral,,
2023-05-08,V4.0,AUDCHF,fx,2.2916666666666665,Bullish,,
2023-05-08,V4.0,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-08,V4.0,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-08,V4.0,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-08,V4.0,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.0,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.0,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.0,DAX,cross-asset,-3.333333333333333,Bearish,,
2023-05-08,V4.0,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-08,V4.0,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-08,V4.0,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-08,V4.0,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-08,V4.1,US-DOLLAR,single,0.20833333333333343,Neutral,,
2023-05-08,V4.1,EURUSD,fx,-1.1458333333333333,Neutral,,
2023-05-08,V4.1,GBPUSD,fx,2.1354166666666665,Bullish,,
2023-05-08,V4.1,USDJPY,fx,-1.1458333333333333,Neutral,,
2023-05-08,V4.1,USDCHF,fx,1.7708333333333333,Bullish,,
2023-05-08,V4.1,USDCAD,fx,-0.3125,Neutral,,
2023-05-08,V4.1,AUDUSD,fx,0.5208333333333333,Neutral,,
2023-05-08,V4.1,NZDUSD,fx,-0.6597222222222223,Neutral,,
2023-05-08,V4.1,EURGBP,fx,-3.2812499999999996,Very Bearish,,
2023-05-08,V4.1,EURJPY,fx,-2.2916666666666665,Bearish,,
2023-05-08,V4.1,EURCHF,fx,0.625,Neutral,,
2023-05-08,V4.1,EURAUD,fx,-1.6666666666666665,Bearish,,
2023-05-08,V4.1,EURNZD,fx,-0.48611111111111094,Neutral,,
2023-05-08,V4.1,EURCAD,fx,-1.4583333333333333,Bearish,,
2023-05-08,V4.1,GBPJPY,fx,0.989583333333333,Neutral,,
2023-05-08,V4.1,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-08,V4.1,GBPAUD,fx,1.614583333333333,Bullish,,
2023-05-08,V4.1,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-08,V4.1,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-08,V4.1,AUDJPY,fx,-0.625,Neutral,,
2023-05-08,V4.1,NZDJPY,fx,-1.8055555555555556,Bearish,,
2023-05-08,V4.1,CADJPY,fx,-0.8333333333333333,Neutral,,
2023-05-08,V4.1,CHFJPY,fx,-2.9166666666666665,Bearish,,
2023-05-08,V4.1,AUDNZD,fx,1.1805555555555556,Neutral,,
2023-05-08,V4.1,AUDCAD,fx,0.20833333333333326,Neutral,,
2023-05-08,V4.1,AUDCHF,fx,2.2916666666666665,Bullish,,
2023-05-08,V4.1,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-08,V4.1,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-08,V4.1,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-08,V4.1,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.1,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.1,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.1,DAX,cross-asset,-3.333333333333333,Bearish,,
2023-05-08,V4.1,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-08,V4.1,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-08,V4.1,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-08,V4.1,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-08,V4.2,US-DOLLAR,single,0.12410621551657564,Neutral,,
2023-05-08,V4.2,EURUSD,fx,-1.1037197744249543,Neutral,,
2023-05-08,V4.2,GBPUSD,fx,2.1775302255750453,Bullish,,
2023-05-08,V4.2,USDJPY,fx,-1.1879468922417122,Neutral,,
2023-05-08,V4.2,USDCHF,fx,1.7287197744249543,Bullish,,
2023-05-08,V4.2,USDCAD,fx,-0.3546135589083789,Neutral,,
2023-05-08,V4.2,AUDUSD,fx,0.5629468922417122,Neutral,,
2023-05-08,V4.2,NZDUSD,fx,-0.6176086633138433,Neutral,,
2023-05-08,V4.2,EURGBP,fx,-3.2812499999999996,Very Bearish,,
2023-05-08,V4.2,EURJPY,fx,-2.2916666666666665,Bearish,,
2023-05-08,V4.2,EURCHF,fx,0.625,Neutral,,
2023-05-08,V4.2,EURAUD,fx,-1.6666666666666665,Bearish,,
2023-05-08,V4.2,EURNZD,fx,-0.48611111111111094,Neutral,,
2023-05-08,V4.2,EURCAD,fx,-1.4583333333333333,Bearish,,
2023-05-08,V4.2,GBPJPY,fx,0.989583333333333,Neutral,,
2023-05-08,V4.2,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-08,V4.2,GBPAUD,fx,1.614583333333333,Bullish,,
2023-05-08,V4.2,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-08,V4.2,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-08,V4.2,AUDJPY,fx,-0.625,Neutral,,
2023-05-08,V4.2,NZDJPY,fx,-1.8055555555555556,Bearish,,
2023-05-08,V4.2,CADJPY,fx,-0.8333333333333333,Neutral,,
2023-05-08,V4.2,CHFJPY,fx,-2.9166666666666665,Bearish,,
2023-05-08,V4.2,AUDNZD,fx,1.1805555555555556,Neutral,,
2023-05-08,V4.2,AUDCAD,fx,0.20833333333333326,Neutral,,
2023-05-08,V4.2,AUDCHF,fx,2.2916666666666665,Bullish,,
2023-05-08,V4.2,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-08,V4.2,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-08,V4.2,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-08,V4.2,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.2,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.2,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-08,V4.2,DAX,cross-asset,-3.333333333333333,Bearish,,
2023-05-08,V4.2,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-08,V4.2,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-08,V4.2,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-08,V4.2,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-09,V4.0,US-DOLLAR,single,0.20833333333333343,Neutral,,
2023-05-09,V4.0,EURUSD,fx,-1.1458333333333333,Neutral,,
2023-05-09,V4.0,GBPUSD,fx,2.1354166666666665,Bullish,,
2023-05-09,V4.0,USDJPY,fx,-0.8333333333333333,Neutral,,
2023-05-09,V4.0,USDCHF,fx,1.7708333333333333,Bullish,,
2023-05-09,V4.0,USDCAD,fx,-0.3125,Neutral,,
2023-05-09,V4.0,AUDUSD,fx,0.5208333333333333,Neutral,,
2023-05-09,V4.0,NZDUSD,fx,-0.6597222222222223,Neutral,,
2023-05-09,V4.0,EURGBP,fx,-3.2812499999999996,Very Bearish,,
2023-05-09,V4.0,EURJPY,fx,-1.9791666666666665,Bearish,,
2023-05-09,V4.0,EURCHF,fx,0.625,Neutral,,
2023-05-09,V4.0,EURAUD,fx,-1.6666666666666665,Bearish,,
2023-05-09,V4.0,EURNZD,fx,-0.48611111111111094,Neutral,,
2023-05-09,V4.0,EURCAD,fx,-1.4583333333333333,Bearish,,
2023-05-09,V4.0,GBPJPY,fx,1.302083333333333,Bullish,,
2023-05-09,V4.0,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-09,V4.0,GBPAUD,fx,1.614583333333333,Bullish,,
2023-05-09,V4.0,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-09,V4.0,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-09,V4.0,AUDJPY,fx,-0.3125,Neutral,,
2023-05-09,V4.0,NZDJPY,fx,-1.4930555555555556,Bearish,,
2023-05-09,V4.0,CADJPY,fx,-0.5208333333333333,Neutral,,
2023-05-09,V4.0,CHFJPY,fx,-2.6041666666666665,Bearish,,
2023-05-09,V4.0,AUDNZD,fx,1.1805555555555556,Neutral,,
2023-05-09,V4.0,AUDCAD,fx,0.20833333333333326,Neutral,,
2023-05-09,V4.0,AUDCHF,fx,2.2916666666666665,Bullish,,
2023-05-09,V4.0,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-09,V4.0,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-09,V4.0,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-09,V4.0,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.0,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.0,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.0,DAX,cross-asset,-3.333333333333333,Bearish,,
2023-05-09,V4.0,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-09,V4.0,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-09,V4.0,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-09,V4.0,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-09,V4.1,US-DOLLAR,single,0.20833333333333343,Neutral,,
2023-05-09,V4.1,EURUSD,fx,-1.1458333333333333,Neutral,,
2023-05-09,V4.1,GBPUSD,fx,2.1354166666666665,Bullish,,
2023-05-09,V4.1,USDJPY,fx,-0.8333333333333333,Neutral,,
2023-05-09,V4.1,USDCHF,fx,1.7708333333333333,Bullish,,
2023-05-09,V4.1,USDCAD,fx,-0.3125,Neutral,,
2023-05-09,V4.1,AUDUSD,fx,0.5208333333333333,Neutral,,
2023-05-09,V4.1,NZDUSD,fx,-0.6597222222222223,Neutral,,
2023-05-09,V4.1,EURGBP,fx,-3.2812499999999996,Very Bearish,,
2023-05-09,V4.1,EURJPY,fx,-1.9791666666666665,Bearish,,
2023-05-09,V4.1,EURCHF,fx,0.625,Neutral,,
2023-05-09,V4.1,EURAUD,fx,-1.6666666666666665,Bearish,,
2023-05-09,V4.1,EURNZD,fx,-0.48611111111111094,Neutral,,
2023-05-09,V4.1,EURCAD,fx,-1.4583333333333333,Bearish,,
2023-05-09,V4.1,GBPJPY,fx,1.302083333333333,Bullish,,
2023-05-09,V4.1,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-09,V4.1,GBPAUD,fx,1.614583333333333,Bullish,,
2023-05-09,V4.1,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-09,V4.1,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-09,V4.1,AUDJPY,fx,-0.3125,Neutral,,
2023-05-09,V4.1,NZDJPY,fx,-1.4930555555555556,Bearish,,
2023-05-09,V4.1,CADJPY,fx,-0.5208333333333333,Neutral,,
2023-05-09,V4.1,CHFJPY,fx,-2.6041666666666665,Bearish,,
2023-05-09,V4.1,AUDNZD,fx,1.1805555555555556,Neutral,,
2023-05-09,V4.1,AUDCAD,fx,0.20833333333333326,Neutral,,
2023-05-09,V4.1,AUDCHF,fx,2.2916666666666665,Bullish,,
2023-05-09,V4.1,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-09,V4.1,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-09,V4.1,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-09,V4.1,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.1,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.1,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.1,DAX,cross-asset,-3.333333333333333,Bearish,,
2023-05-09,V4.1,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-09,V4.1,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-09,V4.1,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-09,V4.1,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-09,V4.2,US-DOLLAR,single,0.12410621551657564,Neutral,,
2023-05-09,V4.2,EURUSD,fx,-1.1037197744249543,Neutral,,
2023-05-09,V4.2,GBPUSD,fx,2.1775302255750453,Bullish,,
2023-05-09,V4.2,USDJPY,fx,-0.8754468922417122,Neutral,,
2023-05-09,V4.2,USDCHF,fx,1.7287197744249543,Bullish,,
2023-05-09,V4.2,USDCAD,fx,-0.3546135589083789,Neutral,,
2023-05-09,V4.2,AUDUSD,fx,0.5629468922417122,Neutral,,
2023-05-09,V4.2,NZDUSD,fx,-0.6176086633138433,Neutral,,
2023-05-09,V4.2,EURGBP,fx,-3.2812499999999996,Very Bearish,,
2023-05-09,V4.2,EURJPY,fx,-1.9791666666666665,Bearish,,
2023-05-09,V4.2,EURCHF,fx,0.625,Neutral,,
2023-05-09,V4.2,EURAUD,fx,-1.6666666666666665,Bearish,,
2023-05-09,V4.2,EURNZD,fx,-0.48611111111111094,Neutral,,
2023-05-09,V4.2,EURCAD,fx,-1.4583333333333333,Bearish,,
2023-05-09,V4.2,GBPJPY,fx,1.302083333333333,Bullish,,
2023-05-09,V4.2,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-09,V4.2,GBPAUD,fx,1.614583333333333,Bullish,,
2023-05-09,V4.2,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-09,V4.2,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-09,V4.2,AUDJPY,fx,-0.3125,Neutral,,
2023-05-09,V4.2,NZDJPY,fx,-1.4930555555555556,Bearish,,
2023-05-09,V4.2,CADJPY,fx,-0.5208333333333333,Neutral,,
2023-05-09,V4.2,CHFJPY,fx,-2.6041666666666665,Bearish,,
2023-05-09,V4.2,AUDNZD,fx,1.1805555555555556,Neutral,,
2023-05-09,V4.2,AUDCAD,fx,0.20833333333333326,Neutral,,
2023-05-09,V4.2,AUDCHF,fx,2.2916666666666665,Bullish,,
2023-05-09,V4.2,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-09,V4.2,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-09,V4.2,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-09,V4.2,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.2,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.2,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-09,V4.2,DAX,cross-asset,-3.333333333333333,Bearish,,
2023-05-09,V4.2,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-09,V4.2,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-09,V4.2,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-09,V4.2,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-10,V4.0,US-DOLLAR,single,0.20833333333333343,Neutral,,
2023-05-10,V4.0,EURUSD,fx,-1.1458333333333333,Neutral,,
2023-05-10,V4.0,GBPUSD,fx,2.1354166666666665,Bullish,,
2023-05-10,V4.0,USDJPY,fx,-0.8333333333333333,Neutral,,
2023-05-10,V4.0,USDCHF,fx,1.7708333333333333,Bullish,,
2023-05-10,V4.0,USDCAD,fx,-0.3125,Neutral,,
2023-05-10,V4.0,AUDUSD,fx,1.1458333333333333,Neutral,,
2023-05-10,V4.0,NZDUSD,fx,-0.6597222222222223,Neutral,,
2023-05-10,V4.0,EURGBP,fx,-3.2812499999999996,Very Bearish,,
2023-05-10,V4.0,EURJPY,fx,-1.9791666666666665,Bearish,,
2023-05-10,V4.0,EURCHF,fx,0.625,Neutral,,
2023-05-10,V4.0,EURAUD,fx,-2.2916666666666665,Bearish,,
2023-05-10,V4.0,EURNZD,fx,-0.48611111111111094,Neutral,,
2023-05-10,V4.0,EURCAD,fx,-1.4583333333333333,Bearish,,
2023-05-10,V4.0,GBPJPY,fx,1.302083333333333,Bullish,,
2023-05-10,V4.0,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-10,V4.0,GBPAUD,fx,0.989583333333333,Neutral,,
2023-05-10,V4.0,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-10,V4.0,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-10,V4.0,AUDJPY,fx,0.3125,Neutral,,
2023-05-10,V4.0,NZDJPY,fx,-1.4930555555555556,Bearish,,
2023-05-10,V4.0,CADJPY,fx,-0.5208333333333333,Neutral,,
2023-05-10,V4.0,CHFJPY,fx,-2.6041666666666665,Bearish,,
2023-05-10,V4.0,AUDNZD,fx,1.8055555555555556,Bullish,,
2023-05-10,V4.0,AUDCAD,fx,0.8333333333333333,Neutral,,
2023-05-10,V4.0,AUDCHF,fx,2.9166666666666665,Bullish,,
2023-05-10,V4.0,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-10,V4.0,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-10,V4.0,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-10,V4.0,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-10,V4.0,SP500,cross-asset,-0.8333333333333333,Neutral,,
2023-05-10,V4.0,NASDAQ,cross-asset,-0.8333333333333333,Neutral,,
2023-05-10,V4.0,DAX,cross-asset,-3.333333333333333,Bearish,,
2023-05-10,V4.0,NIKKEI,cross-asset,1.666666666666667,Neutral,,
2023-05-10,V4.0,FTSE100,cross-asset,-3.75,Bearish,0.0,0.0
2023-05-10,V4.0,GOLD,cross-asset,-1.6666666666666665,Neutral,,
2023-05-10,V4.0,SILVER,cross-asset,-1.6666666666666665,Neutral,,
2023-05-10,V4.1,US-DOLLAR,single,0.20833333333333343,Neutral,,
2023-05-10,V4.1,EURUSD,fx,-1.1458333333333333,Neutral,,
2023-05-10,V4.1,GBPUSD,fx,2.1354166666666665,Bullish,,
2023-05-10,V4.1,USDJPY,fx,-0.8333333333333333,Neutral,,
2023-05-10,V4.1,USDCHF,fx,1.7708333333333333,Bullish,,
2023-05-10,V4.1,USDCAD,fx,-0.3125,Neutral,,
2023-05-10,V4.1,AUDUSD,fx,1.1458333333333333,Neutral,,
2023-05-10,V4.1,NZDUSD,fx,-0.6597222222222223,Neutral,,
2023-05-10,V4.1,EURGBP,fx,-3.2812499999999996,Very Bearish,,
2023-05-10,V4.1,EURJPY,fx,-1.9791666666666665,Bearish,,
2023-05-10,V4.1,EURCHF,fx,0.625,Neutral,,
2023-05-10,V4.1,EURAUD,fx,-2.2916666666666665,Bearish,,
2023-05-10,V4.1,EURNZD,fx,-0.48611111111111094,Neutral,,
2023-05-10,V4.1,EURCAD,fx,-1.4583333333333333,Bearish,,
2023-05-10,V4.1,GBPJPY,fx,1.302083333333333,Bullish,,
2023-05-10,V4.1,GBPCHF,fx,3.9062499999999996,Very Bullish,,
2023-05-10,V4.1,GBPAUD,fx,0.989583333333333,Neutral,,
2023-05-10,V4.1,GBPNZD,fx,2.7951388888888884,Bullish,,
2023-05-10,V4.1,GBPCAD,fx,1.8229166666666663,Bullish,,
2023-05-10,V4.1,AUDJPY,fx,0.3125,Neutral,,
2023-05-10,V4.1,NZDJPY,fx,-1.4930555555555556,Bearish,,
2023-05-10,V4.1,CADJPY,fx,-0.5208333333333333,Neutral,,
2023-05-10,V4.1,CHFJPY,fx,-2.6041666666666665,Bearish,,
2023-05-10,V4.1,AUDNZD,fx,1.8055555555555556,Bullish,,
2023-05-10,V4.1,AUDCAD,fx,0.8333333333333333,Neutral,,
2023-05-10,V4.1,AUDCHF,fx,2.9166666666666665,Bullish,,
2023-05-10,V4.1,NZDCAD,fx,-0.9722222222222223,Neutral,,
2023-05-10,V4.1,NZDCHF,fx,1.111111111111111,Neutral,,
2023-05-10,V4.1,CADCHF,fx,2.083333333333333,Bullish,,
2023-05-10,V4.1,DJIA,cross-asset,-0.8333333333333333,Neutral,,
2023-05-10,V4.1,SP500,cross-asset,-0.8333333333333333,Neutral,,
